133;Maehwa Skill Book - Force of the Sword;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
134;Wizard/Witch Skill Book: Mana Absorption;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
135;Wizard/Witch Skill Book: Lightning Chain;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
136;Wizard/Witch Skill Book: Meteor Shower;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
137;Wizard/Witch Skill Book: Magical Power Boost;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
138;Kunoichi/Ninja Skill Book: Ankle Cutter I;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
139;Kunoichi/Ninja Skill Book: Ninjutsu: Shadow Stomp I;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
140;Kunoichi/Ninja Skill Book: Block Jump;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
141;Kunoichi/Ninja Skill Book: Shining Blade;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
142;Warrior Skill book - Awakening: Goyen's Great Sword;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
143;Warrior Skill Book - Executioner;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
144;Warrior Skill Book -Merciless I;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
145;Sorceress Skill Book - Awakening: Cartian's Scythe;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
146;Sorceress Skill Book - Dead Hunt I;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
147;Sorceress Skill Book - Grim Reaper;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
148;Berserker Skill Book - Awakening: Tantu's Iron Buster;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
149;Berserker Skill Book - Devastation I;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
150;Berserker Skill Book - Titan Syndrome;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
151;Ranger Skill Book - Awakening: Kamasylven Sword;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
152;Ranger Skill Book - Awakening: Cold Blade I;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
153;Ranger Skill Book - Awakening: Guardian;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
154;Tamer Skill Book - Awakening: Daru's Celestial Bo Staff;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
155;Tamer Skill Book - Heilang Berserk;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
156;Tamer Skill Book - Beast Rampage I;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
157;Valkyrie Skill Book - Awakening: Holy Lancia;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
158;Valkyrie Skill Book - Noble Spirit;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
159;Valkyrie Skill Book - Sacrum Ferit;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
160;Musa Skill Book - Haeam's Crescent Blade;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
161;Musha Skill Book - Awakening: Musa's Soul;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
162;Musa Skill Book - Awakening: Spinner;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
163;Maehwa Skill Book - Awakening: Maehwa's Awakening Spear;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
164;Maehwa Skill Book - Awakening: General Apricot;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
165;Maehwa Skill Book - Awakening: Tenacious Edge;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
166;Ninja Skill Book - Awakening : Narusawa's Sura Katana;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
167;Ninja Skill Book - Awakening: Corrupt Sword Dance I;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
168;Ninja Skill Book - Awakening: Asura;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
169;Kunoichi Skill Book - Awakening: Crimson Sah Chakram;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
170;Kunoichi Skill Book - Awakening: Crimson Eclipse;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
171;Kunoichi Skill Book - Awakening: Half Moon Slash;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
172;Witch Skill Book - Awakening: Aad Sphera of Deneve;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
173;Witch Skill Book - Awakening: Psyche of Aad Sphera;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
174;Witch Skill Book - Awakening: Fissure Wave;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
175;Wizard Skill Book - Awakening: Lord Red's Godr Sphera;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
176;Wizard Skill Book - Awakening: Controlled Madness;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
177;Wizard Skill Book - Awakening: Aqua Jail Explosion;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
178;Dark Knight Skill Book - Awakening: Imperious Vediant;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
179;Dark Knight Skill Book - Awakening: Touch of Exploitation;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
180;Dark Knight Skill Book - Awakening: Overlord;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
181;Striker Skill Book - Awakening : Enlightened Gardbrace;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
182;Striker Skill Book - Awakening: True Strike;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
183;Striker Skill Book - Awakening: Manifest;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
184;Mystic Skill Book - Awakening: Banha's Cestus;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
185;Mystic Skill Book - Dragonize;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
186;Mystic Skill Book : Tidal Burst;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
187;Lahn Skill Book - Awakening: Crimson Glaives of Antiquity;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
188;Lahn Skill Book - Awakening: Earthly Pain;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
189;Lahn Skill Book - Awakening: Annihilator;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
190;Male Elf Skill Book - Awakening: Picking up the Awakening Weapon;WHITE;new_icon/03_etc/05_skillbook/00000000_skillbook
201;Breath of Aal;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000201
202;Adventurer's Table(unused);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000202
206;Flashbang;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000206
207;Fire Shot;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000207
208;Poison Shot;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000208
209;Firewood;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000209
210;Brown Coal;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000210
211;Impure Black Stone Powder;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000211
212;Capturing Rope;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000212a
213;Impure Whitestone Powder;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000213
214;Anti-jellyfish Firecracker;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000206
215;Flare;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000206
216;[Guild] Flashbang;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000206
217;[Guild] Fire Shot;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000207
218;[Guild] Poison Shot;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000208
219;Firecracker (Red);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000219
220;Firecracker (Green);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000220
221;Firecracker (Blue);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000221
222;Firecracker D;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000222
223;Firecracker (HappyNewYear);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000223
224;Firecracker (MerryChristmas);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000224
225;Firecracker (0);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000225
226;Firecracker (1);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000226
227;Firecracker (2);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000227
228;Firecracker (3);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000228
229;Firecracker (4);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000229
230;Firecracker (5);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000230
231;Firecracker (6);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000231
232;Firecracker (7);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000232
233;Firecracker (8);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000233
234;Firecracker (9);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000234
235;Firecracker (A);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000235
236;Firecracker (B);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000236
237;Firecracker (C);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000237
238;Firecracker (D);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000238
239;Firecracker (E);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000239
240;Firecracker (F);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000240
241;Firecracker (G);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000241
242;Firecracker (H);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000242
243;Firecracker (I);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000243
244;Firecracker (J);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000244
245;Firecracker (K);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000245
246;Firecracker (L);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000246
247;Firecracker (M);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000247
248;Firecracker (N);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000248
249;Firecracker (O);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000249
250;Firecracker (P);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000250
251;Firecracker (Q);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000251
252;Firecracker (R);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000252
253;Firecracker (S);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000253
254;Firecracker (T);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000254
255;Firecracker (U);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000255
256;Firecracker (V);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000256
257;Firecracker (W);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000257
258;Firecracker (X);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000258
259;Firecracker (Y);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000259
260;Firecracker (Z);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000260
261;Firecracker (!);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000261
262;Firecracker (Red);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000262
263;Old Moon Distress Call;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000263
264;Sealed Distress Call;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000263
265;Wish Lantern of Happiness;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000265
266;Wish Lantern of Achievement;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000266
267;Wish Lantern of Health;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000267
268;Wish Lantern of Jackpot;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000268
269;Wish Lantern of Joy;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000269
270;Wish Lantern of Acceptance;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000270
271;Wish Lantern of Well-Being;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000271
272;Wish Lantern of Bonanza;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000272
273;Wish Lantern of Love;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000273
274;Wish Lantern of Amour;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000274
275;Big Garnier Firecracker A;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000275
276;Big Garnier Firecracker B;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000276
277;Big Garnier Firecracker C;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000277
278;Big Garnier Firecracker D;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000278
279;Big Garnier Firecracker E;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000279
280;BIG Garnier Firecracker F;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000277
281;BIG Garnier Firecracker G;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000276
282;BIG Firecracker TYPE 03 B;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000226
283;BIG Firecracker TYPE 03 C;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000226
284;BIG Firecracker TYPE 04 A;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000226
285;BIG Firecracker TYPE 04 B;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000226
286;BIG Firecracker TYPE 04 C;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000226
287;BIG Firecracker TYPE 05 A;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000226
288;BIG Firecracker TYPE 05 B;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000226
289;BIG Firecracker TYPE 05 C;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000226
290;Small Garnier Firecracker A;WHITE;new_icon/06_pc_equipitem/00_common/00_etc/00000290
301;Guild Skill Experience (500);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
302;Guild Skill Experience (1,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
303;Guild Skill Experience (1,500);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
304;Guild Skill Experience (2,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
305;Guild Skill Experience (2,500);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
306;Guild Skill Experience (3,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
307;Guild Skill Experience (3,500);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
308;Guild Skill Experience (4,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
309;Guild Skill Experience (5,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
310;Guild Skill Experience (6,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
311;Guild Skill Experience (7,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
312;Guild Skill Experience (8,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
313;Guild Skill Experience (9,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
314;Guild Skill Experience (10,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
315;Guild Skill Experience (11,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
316;Guild Skill Experience (12,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
317;Guild Skill Experience (13,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
318;Guild Skill Experience (14,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
319;Guild Skill Experience (15,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
320;Guild Skill Experience (300);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
321;Guild Skill EXP(24,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
322;Guild Skill EXP(27,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
323;Guild Skill EXP (30,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
324;Guild Skill Experience (35,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
325;Guild Skill Experience (40,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
326;Guild Skill Experience (48,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
327;Guild Skill EXP(25,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_exp_up
331;Guild Karma (500);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_angel
332;Guild Karma (1,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_angel
333;Guild Karma (1,500);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_angel
334;Guild Karma (2,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_angel
335;Guild Karma (2,500);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_angel
336;Guild Karma (3,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_angel
337;Guild Karma (3,500);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_angel
338;Guild Karma (4,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_angel
339;Guild Karma (5,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_angel
340;Guild Karma (6,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_angel
341;Guild Karma (7,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_angel
342;Guild Karma (8,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_angel
343;Guild Karma (9,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_angel
344;Guild Karma (10,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_angel
345;Guild Karma (11,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_angel
346;Guild Karma (12,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_angel
347;Guild Karma (13,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_angel
348;Guild Karma (14,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_angel
349;Guild Karma (15,000);WHITE;new_icon/06_pc_equipitem/00_common/00_etc/guild_angel
